compound,concentration_M,cell_line,sd,num_samples,mean_via,CV
ONO-4059 (analog),3e-9,BT-474,13.123959381977723,3,83.99037449260422,0.15625551691204037
ONO-4059 (analog),3e-9,HCC1806,2.7452106864507906,3,100.39148798688784,0.027345054262063965
ONO-4059 (analog),1e-8,BT-474,9.823704368795411,3,63.17591833126313,0.15549761092960748
ONO-4059 (analog),1e-8,HCC1806,2.5561319875923347,3,96.17544591529634,0.026577802299389098
ONO-4059 (analog),3e-8,BT-474,3.743243811532405,3,45.04011894689565,0.08310910137572815
ONO-4059 (analog),3e-8,HCC1806,4.011821107378122,3,95.93067463778067,0.04182000306498558
ONO-4059 (analog),1e-7,BT-474,0.8507975561614087,3,30.56448512052329,0.02783614881148838
ONO-4059 (analog),1e-7,HCC1806,0.8940312126247575,3,91.96126183257134,0.00972182411168378
ONO-4059 (analog),3e-7,BT-474,1.7624055838604298,3,22.507036608024713,0.07830464821086475
ONO-4059 (analog),3e-7,HCC1806,0.9936397208816141,3,85.19603111829201,0.011662981336559875
ONO-4059 (analog),1e-6,BT-474,1.247583305489538,3,20.194030657235515,0.061779806451988786
ONO-4059 (analog),1e-6,HCC1806,1.3920391594500638,3,80.71424857047244,0.017246510797095018
ONO-4059 (analog),3e-6,BT-474,1.4348165377728872,3,18.225322642825606,0.07872653702170274
ONO-4059 (analog),3e-6,HCC1806,2.42455321513953,3,78.10334888234867,0.03104288420195358
ONO-4059 (analog),3e-5,BT-474,2.6360099258899266,3,16.93465066701131,0.15565776807105164
ONO-4059 (analog),3e-5,HCC1806,9.740591070228772,3,38.93703946285928,0.2501626010760266
PF-3758309,3e-9,BT-474,2.5155474623276595,3,96.34681486306272,0.026109295526821466
PF-3758309,3e-9,HCC1806,11.391098079456762,3,66.88109826943054,0.1703186456892158
PF-3758309,1e-8,BT-474,4.750347578975795,3,92.68679808097372,0.0512516094776061
PF-3758309,1e-8,HCC1806,6.01720656998615,3,46.340157702065966,0.1298486424813761
PF-3758309,3e-8,BT-474,3.472984639709632,3,89.66149030995463,0.038734406797207174
PF-3758309,3e-8,HCC1806,1.885063237908953,3,36.22483868852674,0.05203786424329881
PF-3758309,1e-7,BT-474,2.5469625560236633,3,86.49932850656663,0.029444882405420172
PF-3758309,1e-7,HCC1806,1.8117042225407556,3,32.53563946518106,0.05568368264221769
PF-3758309,3e-7,BT-474,5.615039895443433,3,82.55146781740397,0.06801865604453416
PF-3758309,3e-7,HCC1806,1.4847712661634827,3,29.576543853086225,0.0502009725523948
PF-3758309,1e-6,BT-474,6.5892839657157785,3,69.958138451157,0.09418895516089597
PF-3758309,1e-6,HCC1806,1.213642648597128,3,19.41394679625642,0.06251395768897203
PF-3758309,3e-6,BT-474,2.3075587272733102,3,43.96898381952261,0.05248151143872318
PF-3758309,3e-6,HCC1806,0.16517089809332605,3,4.752402594007077,0.03475524112826879
PF-3758309,3e-5,BT-474,0.6997608089569408,3,21.344292516747622,0.032784446165544226
PF-3758309,3e-5,HCC1806,0.09617670856349125,3,2.8032250994764794,0.03430930629918121
Pexmetinib,3e-9,BT-474,3.6922491827663895,3,116.09851599951878,0.03180272504759401
Pexmetinib,3e-9,HCC1806,2.0928429115623177,6,98.7217172135187,0.021199417621918445
Pexmetinib,1e-8,BT-474,2.953354301834477,3,118.15947619383174,0.024994646193164577
Pexmetinib,1e-8,HCC1806,3.3219560330711038,6,100.12363281481827,0.033178540766845364
Pexmetinib,3e-8,BT-474,1.8746069208935836,3,118.51875564962172,0.015816964248557455
Pexmetinib,3e-8,HCC1806,4.9020044797384585,6,102.44492883583017,0.04785014285669531
Pexmetinib,1e-7,BT-474,4.144527514815559,3,118.24013404724992,0.03505178295179676
Pexmetinib,1e-7,HCC1806,5.4257780565835025,6,105.27453126044477,0.051539322869653584
Pexmetinib,3e-7,BT-474,6.1337721600076875,3,116.11270924402903,0.052826018787629915
Pexmetinib,3e-7,HCC1806,4.390211677467159,6,105.58790435131638,0.04157873673541116
Pexmetinib,1e-6,BT-474,4.971010560843661,3,110.47620273067402,0.04499621129232971
Pexmetinib,1e-6,HCC1806,3.260273241382864,6,102.3488734951928,0.03185451026518621
Pexmetinib,3e-6,BT-474,3.2650202650314495,3,105.4394022500759,0.03096584574035841
Pexmetinib,3e-6,HCC1806,4.08419836890405,6,88.26172772556767,0.04627371879239725
Pexmetinib,3e-5,BT-474,0.440768917949095,3,27.95758726475913,0.015765627905405467
Pexmetinib,3e-5,HCC1806,1.2690664316158282,6,12.69358236670077,0.09997701160745494
RGB-286638,3e-9,BT-474,4.09978663342725,3,97.71876843980937,0.041954956032346495
RGB-286638,3e-9,HCC1806,1.7138931548844278,3,96.48383574319452,0.01776352631176686
RGB-286638,3e-9,SKBR3,3.4515867220180554,3,84.16585046521418,0.041009348838512594
RGB-286638,3e-9,SUM159,6.129410654718715,3,97.09104793578678,0.0631305438043323
RGB-286638,1e-8,BT-474,3.094204692444461,3,85.97307679296037,0.035990391502399036
RGB-286638,1e-8,HCC1806,2.7246396812565603,3,83.25533930219947,0.03272630565310278
RGB-286638,1e-8,SKBR3,7.207557245114316,3,70.95773666729416,0.10157535433957018
RGB-286638,1e-8,SUM159,30.288283535866135,3,60.40414034690459,0.5014272757118753
RGB-286638,3e-8,BT-474,6.992394565632791,3,66.65973631104262,0.10489682306880736
RGB-286638,3e-8,HCC1806,16.164238328664165,3,42.80803628858566,0.37759822056995873
RGB-286638,3e-8,SKBR3,7.040507834680173,3,49.994274208851365,0.14082628353135823
RGB-286638,3e-8,SUM159,15.67801319148968,3,14.325359275328168,1.0944237341740615
RGB-286638,1e-7,BT-474,6.139513018911579,3,64.49389818858923,0.09519525399067645
RGB-286638,1e-7,HCC1806,1.3983529836642483,3,11.731990181354444,0.11919145533267146
RGB-286638,1e-7,SKBR3,8.728338123166852,3,18.10666705453883,0.48205106422271704
RGB-286638,1e-7,SUM159,1.0228555515432554,3,7.110676025733557,0.14384786310634012
RGB-286638,3e-7,BT-474,8.383142347363252,3,69.76924219142921,0.12015527306949993
RGB-286638,3e-7,HCC1806,1.1417945304046009,3,9.500448029180887,0.12018322998005437
RGB-286638,3e-7,SKBR3,0.6999125567462353,3,8.062269102161597,0.08681334595474863
RGB-286638,3e-7,SUM159,0.3823845335916776,3,8.537511793861594,0.0447887561182181
RGB-286638,1e-6,BT-474,14.909141243308875,3,70.80856304902173,0.21055562493179072
RGB-286638,1e-6,HCC1806,0.5203966722816743,3,9.195123504989066,0.05659485400052743
RGB-286638,1e-6,SKBR3,0.2624169573397456,3,7.4342229477456465,0.035298505194725285
RGB-286638,1e-6,SUM159,0.5008801668263104,3,9.973113721804543,0.050223047766037185
RGB-286638,3e-6,BT-474,7.943040793757006,3,75.18978943071274,0.10563988613209915
RGB-286638,3e-6,HCC1806,0.45815925357156945,3,9.820439743725196,0.04665363930004376
RGB-286638,3e-6,SKBR3,0.07550269544283471,3,5.725216697746117,0.01318774457437713
RGB-286638,3e-6,SUM159,0.3815032176095194,3,7.696417641729444,0.049568933933760995
RGB-286638,3e-5,BT-474,0.35631899678004203,3,11.158127020009369,0.031933584923443795
RGB-286638,3e-5,HCC1806,1.2626814126412502,3,2.816152433280603,0.4483711171736263
RGB-286638,3e-5,SKBR3,0.17338898585132334,3,0.8269600794843521,0.2096703216429013
RGB-286638,3e-5,SUM159,0.0633772533634587,3,0.5377720092292904,0.11785152866972011
Ro-5126766,3e-9,BT-474,1.447335857717705,3,98.43528048157172,0.014703425952940356
Ro-5126766,3e-9,HCC1806,7.345611391469588,3,89.957577293649,0.0816563941855756
Ro-5126766,1e-8,BT-474,1.460161944993031,3,94.32990537864009,0.015479311032190092
Ro-5126766,1e-8,HCC1806,1.2331220743169822,3,86.18047200209803,0.014308602003096041
Ro-5126766,3e-8,BT-474,2.1972371579992105,3,97.16319868089394,0.022613882496967164
Ro-5126766,3e-8,HCC1806,0.8592108942507461,3,78.48185975638211,0.010947891613652486
Ro-5126766,1e-7,BT-474,5.2792859944408574,3,94.93940079492666,0.0556069024055076
Ro-5126766,1e-7,HCC1806,2.5231896928813273,3,77.76035800739018,0.03244827772837065
Ro-5126766,3e-7,BT-474,2.0924279638602834,3,92.77919503789857,0.022552771265212698
Ro-5126766,3e-7,HCC1806,3.616444103017713,3,74.8764776204346,0.048298801144870444
Ro-5126766,1e-6,BT-474,5.107624141887552,3,87.58944932070243,0.05831323500147096
Ro-5126766,1e-6,HCC1806,5.317515363495444,3,75.1071295444942,0.07079907587661562
Ro-5126766,3e-6,BT-474,1.81019116286657,3,87.58127279073881,0.02066870125525267
Ro-5126766,3e-6,HCC1806,3.605549446935978,3,73.68558347796649,0.04893154504251312
Ro-5126766,3e-5,BT-474,2.165073129259284,3,41.57599303073937,0.05207507918472396
Ro-5126766,3e-5,HCC1806,4.921996129460158,3,72.83992765998224,0.06757277618995042
Sotrastaurin,3e-9,BT-474,4.271092973935499,6,111.15340421389395,0.038425210672959495
Sotrastaurin,3e-9,HCC1806,2.368004917290483,6,101.13217274822759,0.023414951473313263
Sotrastaurin,1e-8,BT-474,9.633286241013103,6,107.59635798898246,0.08953171297860771
Sotrastaurin,1e-8,HCC1806,3.1635175299504765,6,98.31634060135777,0.032176925123541346
Sotrastaurin,3e-8,BT-474,14.748651597169832,6,103.86354968544059,0.14200026517327158
Sotrastaurin,3e-8,HCC1806,1.941863534419306,6,100.2813180984702,0.019364160456212923
Sotrastaurin,1e-7,BT-474,20.814241304903195,6,99.751486183675,0.20866096437478027
Sotrastaurin,1e-7,HCC1806,2.158167097174541,6,102.77475025724809,0.020999001133766692
Sotrastaurin,3e-7,BT-474,26.141252392735755,6,91.00661669823552,0.2872456239024497
Sotrastaurin,3e-7,HCC1806,3.49152917154094,6,102.99443298900287,0.03390017372991164
Sotrastaurin,1e-6,BT-474,31.5520722876639,6,84.46131438224778,0.37356833147147384
Sotrastaurin,1e-6,HCC1806,3.6238199734224468,6,104.31936097736875,0.034737750878368646
Sotrastaurin,3e-6,BT-474,28.691952696213793,6,76.77458124150245,0.37371682439999593
Sotrastaurin,3e-6,HCC1806,1.9512706317225321,6,102.96968136800876,0.01894995309103447
Sotrastaurin,3e-5,BT-474,18.437388226669807,6,42.36365450469964,0.4352171322855171
Sotrastaurin,3e-5,HCC1806,5.548204678786699,6,43.29801715598349,0.12813992517946
TAK-733,3e-9,BT-474,16.453858119697294,6,103.84388236132143,0.15844802549317857
TAK-733,3e-9,HCC1806,5.169727698139468,6,77.83848417394773,0.06641608907216821
TAK-733,1e-8,BT-474,7.290409074537307,6,102.94761942222988,0.07081668440176735
TAK-733,1e-8,HCC1806,5.389993256350242,6,75.1260757946476,0.07174597101389202
TAK-733,3e-8,BT-474,11.077348159717022,6,104.31109203908986,0.10619530428811792
TAK-733,3e-8,HCC1806,3.4575828937696427,6,73.78135085875617,0.046862558810947905
TAK-733,1e-7,BT-474,12.340081576590249,6,94.84857864511733,0.1301029678342523
TAK-733,1e-7,HCC1806,4.071128554256478,6,72.74761434066704,0.055962365105087085
TAK-733,3e-7,BT-474,10.712062609767166,6,99.46920237919275,0.10769225401980247
TAK-733,3e-7,HCC1806,2.5515084650570383,6,71.58710936298988,0.03564200996186827
TAK-733,1e-6,BT-474,14.365790072693358,6,93.02303882170511,0.15443260352124058
TAK-733,1e-6,HCC1806,3.851514898541004,6,71.63633421053098,0.0537648239679859
TAK-733,3e-6,BT-474,9.059261888127143,6,91.99789819944597,0.0984724875832185
TAK-733,3e-6,HCC1806,3.293702838409869,6,70.28728417256221,0.046860579081751175
TAK-733,3e-5,BT-474,9.479584443291623,6,36.34184133833123,0.260844913031226
TAK-733,3e-5,HCC1806,3.9250517835900887,6,39.175334294471995,0.10019191550699671
UCN-01,3e-9,BT-474,3.2905281784419413,3,97.44802060816707,0.03376700889259688
UCN-01,3e-9,HCC1806,4.082371889663613,3,97.83217374860149,0.041728316291469204
UCN-01,1e-8,BT-474,1.9555682839526545,3,89.88959138792644,0.021755224979422005
UCN-01,1e-8,HCC1806,6.665833163972669,3,76.27561256221496,0.08739140781774275
UCN-01,3e-8,BT-474,2.886745938178757,3,85.50070928826686,0.03376283029940783
UCN-01,3e-8,HCC1806,12.15212941300678,3,36.65780802084889,0.3315018019106689
UCN-01,1e-7,BT-474,11.014033113181089,3,85.9351749064756,0.12816676204089664
UCN-01,1e-7,HCC1806,0.9588874234688652,3,9.046003003610494,0.10600122762353147
UCN-01,3e-7,BT-474,3.227394745177903,3,56.89111671820627,0.05672932667438875
UCN-01,3e-7,HCC1806,0.4822185895473957,3,8.603909909501173,0.05604644802415803
UCN-01,1e-6,BT-474,3.25722242098098,3,34.49723782055034,0.09441980363542675
UCN-01,1e-6,HCC1806,0.6312977273792915,3,7.529758704811332,0.08384036622261316
UCN-01,3e-6,BT-474,0.39001264637782884,3,15.939722921667247,0.024467969003882453
UCN-01,3e-6,HCC1806,0.3045546018036105,3,2.193711977963012,0.1388307147260084
UCN-01,3e-5,BT-474,0.3977164985673489,3,6.693570205004229,0.059417692858440355
UCN-01,3e-5,HCC1806,0.06556980122975171,3,0.8533698914062064,0.07683631903359514
XL-228,3e-9,SKBR3,1.3491311492380365,3,102.82198037827112,0.013121038364313997
XL-228,3e-9,SUM159,5.177689390981102,3,74.67972731438616,0.06933192684520799
XL-228,1e-8,SKBR3,2.3352154638707194,3,100.85754651399847,0.023153601734170724
XL-228,1e-8,SUM159,1.669681965018214,3,61.41966518162083,0.027184810599030232
XL-228,3e-8,SKBR3,7.327515202686985,3,101.2308023228457,0.0723842450573299
XL-228,3e-8,SUM159,0.47892643486195496,3,54.319251098425575,0.008816882139890852
XL-228,1e-7,SKBR3,6.317989802933102,3,100.47980012812441,0.06287820830531976
XL-228,1e-7,SUM159,1.3941240984787966,3,36.501715668858125,0.038193385514429676
XL-228,3e-7,SKBR3,6.31792026026607,3,114.8661086909648,0.055002474901137036
XL-228,3e-7,SUM159,1.6453042422167754,3,26.781204852216963,0.06143503443164083
XL-228,1e-6,SKBR3,3.8702724841869416,3,116.50962709803784,0.033218477996932165
XL-228,1e-6,SUM159,0.6089952033460908,3,11.022267659583788,0.055251353183804565
XL-228,3e-6,SKBR3,6.212556316905756,3,52.17409365922429,0.11907358386488016
XL-228,3e-6,SUM159,0.27997701403226766,3,6.446154981000263,0.04343318068794291
XL-228,3e-5,SKBR3,0.863112346437843,3,6.719811506633822,0.12844294004166268
XL-228,3e-5,SUM159,0.5836220878344872,3,10.801678883119077,0.054030683021560194
